,Location,Type,Amount,Year
437,Elgin Hostel ,Oil kWh,487453.3309223893,2002/03
438,Elgol Primary School,Electric kWh,41376.50188832261,2002/03
439,Farr High School,Electric kWh,12247.276096982294,2002/03
440,Farr Primary School,Electric kWh,35204.8379081705,2002/03
441,Ferintosh Primary School,Electric kWh,26315.60740835585,2002/03
442,Ferintosh Primary School,Oil kWh,95151.35795790452,2002/03
443,Ferry Brae  Sports Pavilion ,Electric kWh,1564.822510245944,2002/03
444,Fort Augustus Memorial Hall Service Point,Electric kWh,10994.808239333004,2002/03
445,Fortrose Academy,Electric kWh,199032.99999999997,2002/03
446,Fortrose Academy,Oil kWh,1111224.0730074265,2002/03
447,Foyers Primary School,Electric kWh,0.0,2002/03
448,Fraser Park Pavilion,Electric kWh,83589.86684782607,2002/03
449,Gairloch High School,Electric kWh,13075.49277897277,2002/03
450,Gairloch Primary School,Electric kWh,97732.56139314659,2002/03
451,Gergask Primary School (Mothballed),Electric kWh,28863.380578715056,2002/03
452,Gledfield Primary School,Electric kWh,81197.24099243416,2002/03
453,Glencoe Primary School,Electric kWh,44329.27973313059,2002/03
454,Glenelg Primary School,Electric kWh,73092.67122943839,2002/03
455,Glenurquhart Primary School,Electric kWh,23534.60107512278,2002/03
456,Glenurquhart Primary School,Oil kWh,120140.5428912721,2002/03
457,Golspie High School,Electric kWh,118328.30000000002,2002/03
458,Golspie High School,Oil kWh,946707.4702234651,2002/03
459,Golspie Primary School,Electric kWh,69781.11374238283,2002/03
460,Golspie Primary School,Oil kWh,194498.09999445907,2002/03
461,Grantown Grammar School,Electric kWh,427878.3,2002/03
462,Grantown Grammar School,Oil kWh,1232427.6490575576,2002/03
463,Grantown Primary School,Electric kWh,235231.5092846992,2002/03
464,Grantown Primary School,Oil kWh,145166.46709599148,2002/03
465,Halkirk Primary School,Electric kWh,62647.99037772263,2002/03
466,Halkirk Primary School,Oil kWh,467041.25345980114,2002/03
467,Helmsdale Primary School,Electric kWh,24715.385718224425,2002/03
468,Helmsdale Primary School,Oil kWh,303964.74169197795,2002/03
469,Hill of Fearn Primary School,Electric kWh,72797.09561291535,2002/03
470,Hilton Primary School (Fearn),Electric kWh,35228.56917642279,2002/03
471,Hilton Primary School (Fearn),Oil kWh,182636.9414770052,2002/03
472,Hilton Primary School (Inv.),Electric kWh,79790.95355072572,2002/03
473,Hilton Primary School (Inv.),Oil kWh,415482.5321112556,2002/03
474,Holm Primary School,Electric kWh,49685.13646841683,2002/03
475,Inver Primary School,Electric kWh,118430.63079430432,2002/03
476,Invergarry Primary School,Electric kWh,55588.45396374633,2002/03
477,Invergordon Academy,Electric kWh,175605.53543307085,2002/03
478,Invergordon Academy,Oil kWh,797891.5925489664,2002/03
479,Inverlochy Primary School,Electric kWh,22926.210839810603,2002/03
480,Inverlochy Primary School,Oil kWh,278627.4619590565,2002/03
481,Inverness Child Guidance Centre,Electric kWh,110905.12208436722,2002/03
482,Inverness High School,Electric kWh,317067.89870434557,2002/03
483,Inverness High School,Oil kWh,1107.6043502295147,2002/03
484,Keiss Primary School,Electric kWh,59992.112774540576,2002/03
485,Kilchoan Primary School,Electric kWh,40907.455610183206,2002/03
486,Kilchuimen Academy,Electric kWh,57634.81004383232,2002/03
487,Kilchuimen Academy,Oil kWh,316395.9133360374,2002/03
488,Kilmuir Primary School,Electric kWh,6874.721903650216,2002/03
489,Kilmuir Primary School,Oil kWh,113809.9240041156,2002/03
490,Kiltearn Primary School,Electric kWh,46448.248764344564,2002/03
491,Kiltearn Primary School,Oil kWh,110095.73164963555,2002/03
492,Kingussie High School,Electric kWh,406141.49999999994,2002/03
493,Kingussie High School,Oil kWh,716930.4257106783,2002/03
494,Kingussie Primary School,Electric kWh,99851.8,2002/03
495,Kingussie Primary School,Oil kWh,273086.38737080706,2002/03
496,Kinlochbervie High School,Electric kWh,0.0,2002/03
497,Kinlochewe Primary School,Electric kWh,39860.69306395464,2002/03
498,Kinmylies Primary School,Electric kWh,71699.10000000002,2002/03
499,Kinmylies Primary School,Oil kWh,373440.3362595564,2002/03
500,Kirkhill Primary School,Electric kWh,7154.597260273971,2002/03
501,Knockbreck Primary School (Skye),Electric kWh,33632.3199380467,2002/03
502,Knockbreck Primary School (Tain),Electric kWh,163518.14172809068,2002/03
503,Kyle Primary School,Electric kWh,94257.80894663716,2002/03
504,Kyleakin Primary School,Electric kWh,47562.69682614873,2002/03
505,Lady Lovat Primary School,Electric kWh,28792.613568074896,2002/03
506,Lairg Primary School,Electric kWh,45815.876552796195,2002/03
507,Lairg Primary School,Oil kWh,192240.82116951773,2002/03
508,Loch Duich Primary School,Electric kWh,73062.33017790857,2002/03
509,Lochaber High School,Electric kWh,399787.0,2002/03
510,Lochaber High School,Oil kWh,3360800.577112797,2002/03
511,Lochaline Primary School,Electric kWh,0.0,2002/03
512,Lochardil Primary School,Electric kWh,113027.19252346913,2002/03
513,Lochardil Primary School,Oil kWh,248123.3534569904,2002/03
514,Lochcarron Primary School,Electric kWh,75702.23597871054,2002/03
515,Lochcarron Primary School,Oil kWh,68558.773082192,2002/03
516,Lochinver Primary School,Electric kWh,31720.35654732712,2002/03
517,Lochinver Primary School,Oil kWh,57383.86826474764,2002/03
518,Lybster Primary School,Electric kWh,26028.88804487675,2002/03
519,Lybster Primary School,Oil kWh,575771.2859091195,2002/03
520,MacDiarmid Primary School,Electric kWh,58633.651621428035,2002/03
521,Mallaig High School,Electric kWh,443269.87122302153,2002/03
522,Mallaig High School Residences,Electric kWh,0.0,2002/03
523,Mallaig Primary School,Electric kWh,43348.4406712922,2002/03
524,Mallaig Primary School,Oil kWh,124466.55585376054,2002/03
525,Marybank Primary School,Electric kWh,108594.83409025604,2002/03
526,Melvich Primary School,Electric kWh,20847.690433709864,2002/03
527,Melvich Primary School,Oil kWh,87630.83784973955,2002/03
528,Merkinch Family Centre,Electric kWh,8693.924162331667,2002/03
529,Merkinch Primary School,Electric kWh,5575.411361059754,2002/03
530,Millbank Park Boating Shed,Electric kWh,15.586475434739516,2002/03
531,Millbank Primary School,Electric kWh,168113.2571428571,2002/03
532,Millbank Primary School,Oil kWh,242414.4570161538,2002/03
533,Miller Academy Primary School,Electric kWh,294165.99999999994,2002/03
534,Miller Academy Primary School,Oil kWh,239279.8820721728,2002/03
535,Milton Of Leys Primary School,Electric kWh,51012.05505140998,2002/03
536,Milton Primary School,Electric kWh,0.0,2002/03
537,Milton Primary School,Oil kWh,165633.59148414538,2002/03
538,Morven Youth Club,Electric kWh,7009.046005486296,2002/03
539,Mount Pleasant Primary School,Electric kWh,86497.20431525602,2002/03
540,Mount Pleasant Primary School,Oil kWh,314522.6578254927,2002/03
541,Muir of Ord Library,Electric kWh,29329.120804002672,2002/03
542,Muirtown Primary School,Electric kWh,126213.16315853267,2002/03
543,Mulbuie Primary School,Electric kWh,26249.36230315223,2002/03
544,Mulbuie Primary School,Oil kWh,54594.99733383116,2002/03
545,Munlochy Primary School,Electric kWh,66386.76404462224,2002/03
546,Munlochy Primary School,Oil kWh,79824.4308798874,2002/03
547,Nairn Academy,Electric kWh,380668.88355387887,2002/03
548,Newmore Primary School,Electric kWh,38796.478105376664,2002/03
549,Newtonmore Primary School,Electric kWh,153689.80806229953,2002/03
550,North Kessock Primary School,Electric kWh,60236.75556308213,2002/03
551,Obsdale Primary School,Electric kWh,54071.069987645176,2002/03
552,Obsdale Primary School,Oil kWh,444477.0430589717,2002/03
553,Park Primary School,Electric kWh,80782.08947078546,2002/03
554,Park Primary School,Oil kWh,362892.71721264406,2002/03
555,Pefferside Park,Electric kWh,3477.438578130511,2002/03
556,Pennyland Primary School,Electric kWh,409791.69999999995,2002/03
557,Plockton High School,Electric kWh,397236.84250239644,2002/03
558,Plockton High School,Oil kWh,977042.465903762,2002/03
559,Plockton Primary School,Electric kWh,119586.88919293131,2002/03
560,Poolewe Primary School,Electric kWh,93511.41623445733,2002/03
561,Portree Primary School,Electric kWh,206137.4589870014,2002/03
562,Queens Park Grandstand,Electric kWh,8656.363398138397,2002/03
563,Raasay Primary School,Electric kWh,47241.39807357823,2002/03
564,Raigmore Community Centre,Electric kWh,0.0,2002/03
565,Raigmore Primary School,Electric kWh,101056.43206112304,2002/03
566,Raigmore Primary School,Oil kWh,183823.00766794477,2002/03
567,Reay Primary School,Electric kWh,80573.6717237148,2002/03
568,Rogart Primary School,Electric kWh,90673.00693179999,2002/03
569,Rosebank Primary School,Electric kWh,36445.283967358875,2002/03
570,Rosebank Primary School,Oil kWh,365226.8365179015,2002/03
571,Rosehall Primary School,Electric kWh,70808.59967577137,2002/03
572,Rosemarkie Beach Amenities,Electric kWh,3556.070436032584,2002/03
573,Roy Bridge Primary School,Electric kWh,106473.19371254712,2002/03
574,Scourie Primary School,Electric kWh,50532.711997965554,2002/03
575,Shieldaig Primary School,Electric kWh,36944.483541780864,2002/03
576,Sir John's Square Gardens,Electric kWh,1718.2912102341802,2002/03
577,Sleat Primary School _Bun-sgoil Shleite,Electric kWh,73037.82108275793,2002/03
578,Smithton Primary School,Electric kWh,70304.04782053649,2002/03
579,Smithton Primary School,Oil kWh,295965.8661442728,2002/03
580,South Lodge Primary School,Electric kWh,58657.887512103924,2002/03
581,South Lodge Primary School,Oil kWh,255790.40478068194,2002/03
582,St Bride's Primary School,Electric kWh,65117.340983606555,2002/03
583,St Clements Special School,Electric kWh,33899.03945465531,2002/03
584,St Clements Special School,Oil kWh,74574.03134309118,2002/03
585,St Duthus School,Electric kWh,67873.89560458521,2002/03
586,St Joseph's RC Primary School,Electric kWh,92194.24838292849,2002/03
587,St Joseph's RC Primary School,Oil kWh,230508.28723020697,2002/03
588,Staffin Primary School,Electric kWh,30520.59402849071,2002/03
589,Stoer Primary School (Mothballed),Electric kWh,60127.687713155035,2002/03
590,Strathconon Primary School,Electric kWh,35150.514612540734,2002/03
591,Stratherrick Primary School,Electric kWh,6866.966877477879,2002/03
592,Strathgarve Primary School,Electric kWh,0.0,2002/03
593,Strathpeffer Primary School,Electric kWh,287718.4282258064,2002/03
594,Struan Primary School,Electric kWh,356519.0618611784,2002/03
595,Struy Primary School,Electric kWh,5166.987927317605,2002/03
596,Tain Royal Academy,Electric kWh,1339675.4000000001,2002/03
597,Tain Royal Academy,Oil kWh,1777849.5779667792,2002/03
598,Tarbat Primary School,Electric kWh,80818.97633848972,2002/03
599,Tarbat Primary School,Oil kWh,66872.06561451123,2002/03
600,Tarradale Primary School,Electric kWh,251586.95735080715,2002/03
601,Tarradale Primary School,Oil kWh,214409.702489003,2002/03
602,Teanassie Primary School,Electric kWh,63078.695482124436,2002/03
603,The Breck Leisure Centre,Electric kWh,257.630404895199,2002/03
604,The Bridge,Electric kWh,0.0,2002/03
605,Thrumster Primary School,Electric kWh,116093.1003661862,2002/03
606,Thurso High School,Electric kWh,53458.99999999999,2002/03
607,Thurso High School,Oil kWh,419191.86991867254,2002/03
608,Thurso Youth Club,Electric kWh,11092.700110460817,2002/03
609,Tomnacross Primary School,Electric kWh,169982.45318835397,2002/03
610,Tongue Primary School,Electric kWh,110561.64725777245,2002/03
611,Tore Primary School,Electric kWh,103721.03427719823,2002/03
612,Torridon Primary School (Mothballed),Electric kWh,27394.11658447219,2002/03
613,Uig Primary School,Electric kWh,66042.68700800223,2002/03
614,Ullapool Gym Hall,Electric kWh,6522.664457096158,2002/03
615,Ullapool High School,Electric kWh,338308.7,2002/03
616,Ullapool Primary School,Electric kWh,317051.0141843708,2002/03
617,Ullapool Primary School,Oil kWh,178029.53893458407,2002/03
618,Watten Primary School,Electric kWh,188820.28963317684,2002/03
619,Wick High School,Electric kWh,266202.00000000006,2002/03
620,Wick High School,Oil kWh,2454349.2048889287,2002/03
621,Wick Youth Club,Electric kWh,1355.1516817344373,2002/03
622,Abernethy Primary School,Electric kWh,59117.87813779975,2003/04
623,Abernethy Primary School,Oil kWh,387943.94602765347,2003/04
624,Acharacle Primary School ,Electric kWh,94868.11647123753,2003/04
625,Achfary Primary School,Electric kWh,77852.4705170787,2003/04
626,Achiltibuie Primary School,Electric kWh,67678.31287219425,2003/04
627,Aldourie Primary School,Electric kWh,31186.119047619064,2003/04
628,Alness Academy ( Old ),Electric kWh,569389.929372821,2003/04
629,Alness Academy ( Old ),Oil kWh,3047244.8456349284,2003/04
630,Altnaharra Primary School (Mothballed),Electric kWh,1650.9656155323883,2003/04
631,Altnaharra Primary School (Mothballed),Oil kWh,29399.31392001555,2003/04
632,Alvie Primary School,Electric kWh,80201.18208664132,2003/04
633,Applecross Primary School,Electric kWh,7751.5888061999185,2003/04
634,Ardersier Primary School,Electric kWh,186683.89525936346,2003/04
635,Ardgour Primary School,Electric kWh,58138.35366658906,2003/04
636,Ardross Primary School,Electric kWh,78449.20791979066,2003/04
637,Arisaig RC Primary School,Electric kWh,10344.810955034929,2003/04
638,Arisaig RC Primary School,Oil kWh,54056.883479403376,2003/04
639,Auchtertyre Primary School,Electric kWh,275727.43182620156,2003/04
640,Auldearn Primary School,Electric kWh,58175.93143374857,2003/04
641,Aviemore Primary School,Electric kWh,0.0,2003/04
642,Avoch Primary School,Electric kWh,54867.27213250716,2003/04
643,Avoch Primary School,Oil kWh,327104.7838379605,2003/04
644,Badcaul Primary School,Electric kWh,52184.31204277134,2003/04
645,Ballachulish Primary School,Electric kWh,68353.41880756181,2003/04
646,Balloch Primary School,Electric kWh,150878.8470639585,2003/04
647,Balnain Primary School,Electric kWh,73971.23876418827,2003/04
648,Banavie Primary School,Electric kWh,34250.79295970356,2003/04
649,Banavie Primary School,Oil kWh,284016.9242389403,2003/04
650,Beauly Primary School,Electric kWh,748673.179930386,2003/04
651,Beauly Primary School,Oil kWh,166933.00580404288,2003/04
652,Ben Wyvis Primary School,Electric kWh,0.0,2003/04
653,Bishop Eden Primary School,Electric kWh,175625.19299833267,2003/04
654,Black Isle Centre Raddery School,Electric kWh,3766.387568555759,2003/04
655,Black Isle Centre Raddery School,Oil kWh,0.0,2003/04
656,Bonar Bridge Primary School,Electric kWh,159715.2138002393,2003/04
657,Bower Primary School,Electric kWh,62044.47296182747,2003/04
658,Bridgend Primary School,Electric kWh,75440.26618063677,2003/04
659,Bridgend Primary School,Oil kWh,341413.68410542695,2003/04
660,Broadford Primary School,Electric kWh,57577.3737704918,2003/04
661,Broadford Primary School,Oil kWh,199367.8005596179,2003/04
662,Brora Heritage Centre,Electric kWh,24145.920807468792,2003/04
663,Brora Primary School,Electric kWh,832941.9999999999,2003/04
664,Bualnaluib Nursery School,Electric kWh,12849.246362880038,2003/04
665,Bualnaluib Primary School,Electric kWh,88293.37538287521,2003/04
666,Cameron Youth Centre / Comm' Ed' Office,Electric kWh,98812.67784322605,2003/04
667,Canisbay Primary School,Electric kWh,70242.62169569249,2003/04
668,Cannich Bridge Primary School,Electric kWh,89883.39271368296,2003/04
669,Caol Community Centre,Electric kWh,74569.33068350166,2003/04
670,Caol Sports Pavilion (all weather pitch),Electric kWh,4279.815221632067,2003/04
671,Carbost Primary School,Electric kWh,67504.96199196084,2003/04
672,Carrbridge Primary School,Electric kWh,116668.43220897623,2003/04
673,Castletown Primary School,Electric kWh,60557.525200451666,2003/04
674,Castletown Primary School,Oil kWh,403257.1734320937,2003/04
675,Cauldeen Primary School,Electric kWh,113342.57848739873,2003/04
676,Central Primary School,Electric kWh,0.0,2003/04
677,Central Primary School,Oil kWh,314780.05082979775,2003/04
678,Charleston Academy,Electric kWh,424777.4057433997,2003/04
679,Clachnaharry Office,Electric kWh,62075.54196243207,2003/04
680,Coulhill Primary School,Electric kWh,85204.99460534491,2003/04
681,Coulhill Primary School,Oil kWh,357889.73913255,2003/04
682,Cradlehall Primary School,Electric kWh,95179.84177417724,2003/04
683,Cradlehall Primary School,Oil kWh,340703.6714851716,2003/04
684,Craighill Primary School,Electric kWh,27585.351987128517,2003/04
685,Craighill Primary School,Oil kWh,285549.4268934303,2003/04
686,Cromarty Primary School,Electric kWh,249676.1297910415,2003/04
687,Crossroads Primary School,Electric kWh,22531.378485183515,2003/04
688,Crown Primary School,Electric kWh,0.0,2003/04
689,Croy Primary School,Electric kWh,30794.527531041364,2003/04
690,Culloden Academy,Electric kWh,715025.0000000001,2003/04
691,Culloden Academy,Oil kWh,1319665.4930178146,2003/04
692,Dalmore Pavilion,Electric kWh,9901.243992007443,2003/04
693,Dalneigh Primary School,Electric kWh,0.0,2003/04
694,Daviot Primary School,Electric kWh,71236.7640458548,2003/04
695,Deshar Primary School,Electric kWh,140591.3911200666,2003/04
696,Dingwall Community Centre,Electric kWh,9489.688300123025,2003/04
697,Dingwall Primary School,Electric kWh,198969.0978050465,2003/04
