LOCATION,TYPE,UNIT,AMOUNT,YEAR
WICK HIGH SCHOOL,GAS,£/KWH,0.6172099957480933,2014/15
WICK HIGH SCHOOL,OIL,KWH,2631054.9175203764,2014/15
WICK HIGH SCHOOL,OIL,£,132965.982476632,2014/15
WICK HIGH SCHOOL,OIL,£/KWH,0.05053713686901871,2014/15
WICK YOUTH CLUB,ELECTRICITY,KWH,15707.400450694617,2014/15
WICK YOUTH CLUB,ELECTRICITY,£,2483.7542484431324,2014/15
WICK YOUTH CLUB,ELECTRICITY,£/KWH,0.15812637210336705,2014/15
WICK YOUTH CLUB,GAS,KWH,116360.38999999998,2014/15
WICK YOUTH CLUB,GAS,£,4493.110000000001,2014/15
WICK YOUTH CLUB,GAS,£/KWH,0.038613741325549025,2014/15
ABERNETHY PRIMARY SCHOOL,BIOMASS,KWH,96288.93533320777,2015/16
ABERNETHY PRIMARY SCHOOL,BIOMASS,£,7208.906911942747,2015/16
ABERNETHY PRIMARY SCHOOL,BIOMASS,£/KWH,0.07486744854947591,2015/16
ABERNETHY PRIMARY SCHOOL,ELECTRICITY,KWH,53899.57260494589,2015/16
ABERNETHY PRIMARY SCHOOL,ELECTRICITY,£,7743.06440485279,2015/16
ABERNETHY PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1436572505241401,2015/16
ABERNETHY PRIMARY SCHOOL,OIL,KWH,299738.23044097854,2015/16
ABERNETHY PRIMARY SCHOOL,OIL,£,10683.3789549521,2015/16
ABERNETHY PRIMARY SCHOOL,OIL,£/KWH,0.03564236346906627,2015/16
ACHARACLE PRIMARY SCHOOL,ELECTRICITY,KWH,103296.75862068964,2015/16
ACHARACLE PRIMARY SCHOOL,ELECTRICITY,£,14627.264137931033,2015/16
ACHARACLE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1416042897497201,2015/16
ACHFARY PRIMARY SCHOOL,ELECTRICITY,KWH,38664.80724454854,2015/16
ACHFARY PRIMARY SCHOOL,ELECTRICITY,£,4331.691792909093,2015/16
ACHFARY PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.11203189933191328,2015/16
ACHILTIBUIE PRIMARY SCHOOL,ELECTRICITY,KWH,48521.449095455886,2015/16
ACHILTIBUIE PRIMARY SCHOOL,ELECTRICITY,£,5355.36552609268,2015/16
ACHILTIBUIE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.11037109620442516,2015/16
ALDOURIE PRIMARY SCHOOL,ELECTRICITY,KWH,45799.27015068593,2015/16
ALDOURIE PRIMARY SCHOOL,ELECTRICITY,£,6493.607920788871,2015/16
ALDOURIE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1417840917425977,2015/16
ALNESS ACADEMY,ELECTRICITY,KWH,498790.5390999313,2015/16
ALNESS ACADEMY,ELECTRICITY,£,74516.29733350873,2015/16
ALNESS ACADEMY,ELECTRICITY,£/KWH,0.14939396699057997,2015/16
ALNESS ACADEMY,OIL,KWH,3692167.7633077484,2015/16
ALNESS ACADEMY,OIL,£,141591.6293683867,2015/16
ALNESS ACADEMY,OIL,£/KWH,0.03834918628982808,2015/16
ALTNAHARRA PRIMARY SCHOOL,ELECTRICITY,KWH,5098.884939687798,2015/16
ALTNAHARRA PRIMARY SCHOOL,ELECTRICITY,£,735.9897042366947,2015/16
ALTNAHARRA PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1443432658203421,2015/16
ALTNAHARRA PRIMARY SCHOOL,OIL,KWH,50097.43280471228,2015/16
ALTNAHARRA PRIMARY SCHOOL,OIL,£,1941.353855913004,2015/16
ALTNAHARRA PRIMARY SCHOOL,OIL,£/KWH,0.038751563647596646,2015/16
ALVIE PRIMARY SCHOOL,ELECTRICITY,KWH,58232.41200085851,2015/16
ALVIE PRIMARY SCHOOL,ELECTRICITY,£,6868.135439313188,2015/16
ALVIE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.11794351639104236,2015/16
APPLECROSS PRIMARY SCHOOL,ELECTRICITY,KWH,10478.104897920726,2015/16
APPLECROSS PRIMARY SCHOOL,ELECTRICITY,£,1346.990532576143,2015/16
APPLECROSS PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.12855287723292785,2015/16
ARDERSIER PRIMARY SCHOOL,BIOMASS,KWH,148622.7889570552,2015/16
ARDERSIER PRIMARY SCHOOL,BIOMASS,£,11173.373398773003,2015/16
ARDERSIER PRIMARY SCHOOL,BIOMASS,£/KWH,0.07517940873792624,2015/16
ARDERSIER PRIMARY SCHOOL,ELECTRICITY,KWH,70001.36313107921,2015/16
ARDERSIER PRIMARY SCHOOL,ELECTRICITY,£,9902.502061139414,2015/16
ARDERSIER PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14146156043556957,2015/16
ARDGOUR PRIMARY SCHOOL,ELECTRICITY,KWH,56349.99618744551,2015/16
ARDGOUR PRIMARY SCHOOL,ELECTRICITY,£,6767.333619496847,2015/16
ARDGOUR PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1200946597580174,2015/16
ARDROSS PRIMARY SCHOOL,ELECTRICITY,KWH,111013.42611545698,2015/16
ARDROSS PRIMARY SCHOOL,ELECTRICITY,£,12907.244324107396,2015/16
ARDROSS PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.11626741715622317,2015/16
ARISAIG RC PRIMARY SCHOOL,ELECTRICITY,KWH,9683.894400722822,2015/16
ARISAIG RC PRIMARY SCHOOL,ELECTRICITY,£,1271.7929331107198,2015/16
ARISAIG RC PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1313307312619798,2015/16
ARISAIG RC PRIMARY SCHOOL,OIL,KWH,54185.84592145015,2015/16
ARISAIG RC PRIMARY SCHOOL,OIL,£,1563.0799093655587,2015/16
ARISAIG RC PRIMARY SCHOOL,OIL,£/KWH,0.028846645886666758,2015/16
AUCHTERTYRE PRIMARY SCHOOL,BIOMASS,KWH,136366.72757078987,2015/16
AUCHTERTYRE PRIMARY SCHOOL,BIOMASS,£,10257.582771982117,2015/16
AUCHTERTYRE PRIMARY SCHOOL,BIOMASS,£/KWH,0.07522056849723305,2015/16
AUCHTERTYRE PRIMARY SCHOOL,ELECTRICITY,KWH,124178.2455942654,2015/16
AUCHTERTYRE PRIMARY SCHOOL,ELECTRICITY,£,17071.38443754582,2015/16
AUCHTERTYRE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1374748399435769,2015/16
AULDEARN PRIMARY SCHOOL,ELECTRICITY,KWH,79785.20948410628,2015/16
AULDEARN PRIMARY SCHOOL,ELECTRICITY,£,11310.90805781806,2015/16
AULDEARN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14176697825267057,2015/16
AULDEARN PRIMARY SCHOOL,GAS,KWH,381081.12,2015/16
AULDEARN PRIMARY SCHOOL,GAS,£,12950.12,2015/16
AULDEARN PRIMARY SCHOOL,GAS,£/KWH,0.03398258092660167,2015/16
AVIEMORE PRIMARY SCHOOL,BIOMASS,KWH,901547.1434047351,2015/16
AVIEMORE PRIMARY SCHOOL,BIOMASS,£,66952.49310033821,2015/16
AVIEMORE PRIMARY SCHOOL,BIOMASS,£/KWH,0.07426399561035596,2015/16
AVIEMORE PRIMARY SCHOOL,ELECTRICITY,KWH,336000.0,2015/16
AVIEMORE PRIMARY SCHOOL,ELECTRICITY,£,51093.00000000001,2015/16
AVIEMORE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.15206250000000002,2015/16
AVOCH PRIMARY SCHOOL,BIOMASS,KWH,241028.12255541066,2015/16
AVOCH PRIMARY SCHOOL,BIOMASS,£,18474.48777053455,2015/16
AVOCH PRIMARY SCHOOL,BIOMASS,£/KWH,0.07664868138483465,2015/16
AVOCH PRIMARY SCHOOL,ELECTRICITY,KWH,70081.00000000003,2015/16
AVOCH PRIMARY SCHOOL,ELECTRICITY,£,9726.009999999998,2015/16
AVOCH PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.13878240892681318,2015/16
AVOCH PRIMARY SCHOOL,OIL,KWH,22338.548009367696,2015/16
AVOCH PRIMARY SCHOOL,OIL,£,1036.4222950819674,2015/16
AVOCH PRIMARY SCHOOL,OIL,£/KWH,0.04639613526570046,2015/16
BADCAUL PRIMARY SCHOOL,ELECTRICITY,KWH,61963.360501860145,2015/16
BADCAUL PRIMARY SCHOOL,ELECTRICITY,£,6999.615384285087,2015/16
BADCAUL PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.11296377936240172,2015/16
BALLACHULISH PRIMARY SCHOOL,ELECTRICITY,KWH,178453.28425403638,2015/16
BALLACHULISH PRIMARY SCHOOL,ELECTRICITY,£,20206.178434219928,2015/16
BALLACHULISH PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.11322951280322481,2015/16
BALLOCH PRIMARY SCHOOL,ELECTRICITY,KWH,20562.7662422318,2015/16
BALLOCH PRIMARY SCHOOL,ELECTRICITY,£,-7303.636109408448,2015/16
BALLOCH PRIMARY SCHOOL,ELECTRICITY,£/KWH,-0.3551874306876204,2015/16
BALLOCH PRIMARY SCHOOL,GAS,KWH,116476.98000000001,2015/16
BALLOCH PRIMARY SCHOOL,GAS,£,5259.78,2015/16
BALLOCH PRIMARY SCHOOL,GAS,£/KWH,0.04515724909763285,2015/16
BALNAIN PRIMARY SCHOOL,ELECTRICITY,KWH,52942.714756539404,2015/16
BALNAIN PRIMARY SCHOOL,ELECTRICITY,£,6064.826868950051,2015/16
BALNAIN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.11455451230333694,2015/16
BANAVIE PRIMARY SCHOOL,ELECTRICITY,KWH,36283.745484020365,2015/16
BANAVIE PRIMARY SCHOOL,ELECTRICITY,£,5566.397901806393,2015/16
BANAVIE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1534129905154879,2015/16
BANAVIE PRIMARY SCHOOL,OIL,KWH,202675.75856353587,2015/16
BANAVIE PRIMARY SCHOOL,OIL,£,8137.492872928177,2015/16
BANAVIE PRIMARY SCHOOL,OIL,£/KWH,0.04015030179535355,2015/16
BEAULY PRIMARY SCHOOL,BIOMASS,KWH,193470.35625635806,2015/16
BEAULY PRIMARY SCHOOL,BIOMASS,£,14363.401485249236,2015/16
BEAULY PRIMARY SCHOOL,BIOMASS,£/KWH,0.07424083856142281,2015/16
BEAULY PRIMARY SCHOOL,ELECTRICITY,KWH,176203.78906901347,2015/16
BEAULY PRIMARY SCHOOL,ELECTRICITY,£,22314.760273274667,2015/16
BEAULY PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.12664177309226127,2015/16
BEAULY PRIMARY SCHOOL,OIL,KWH,4863.386270871987,2015/16
BEAULY PRIMARY SCHOOL,OIL,£,227.9928756957329,2015/16
BEAULY PRIMARY SCHOOL,OIL,£/KWH,0.046879450448186304,2015/16
BEN WYVIS PRIMARY SCHOOL,BIOMASS,KWH,453442.3308996088,2015/16
BEN WYVIS PRIMARY SCHOOL,BIOMASS,£,33295.407653194256,2015/16
BEN WYVIS PRIMARY SCHOOL,BIOMASS,£/KWH,0.07342809743223068,2015/16
BEN WYVIS PRIMARY SCHOOL,ELECTRICITY,KWH,201710.9843876178,2015/16
BEN WYVIS PRIMARY SCHOOL,ELECTRICITY,£,28890.622409152085,2015/16
BEN WYVIS PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14322780931768414,2015/16
BEN WYVIS PRIMARY SCHOOL,GAS,KWH,3546.5899999999997,2015/16
BEN WYVIS PRIMARY SCHOOL,GAS,£,220.29999999999998,2015/16
BEN WYVIS PRIMARY SCHOOL,GAS,£/KWH,0.062116004387312886,2015/16
BISHOP EDEN PRIMARY SCHOOL,ELECTRICITY,KWH,98807.0026055237,2015/16
BISHOP EDEN PRIMARY SCHOOL,ELECTRICITY,£,10465.735773840544,2015/16
BISHOP EDEN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1059209924181575,2015/16
BLACK ISLE CENTRE RADDERY SCHOOL,ELECTRICITY,KWH,117194.7234832852,2015/16
BLACK ISLE CENTRE RADDERY SCHOOL,ELECTRICITY,£,14074.715076351626,2015/16
BLACK ISLE CENTRE RADDERY SCHOOL,ELECTRICITY,£/KWH,0.1200968325025232,2015/16
BONAR BRIDGE PRIMARY SCHOOL,ELECTRICITY,KWH,169856.59956824308,2015/16
BONAR BRIDGE PRIMARY SCHOOL,ELECTRICITY,£,20489.4827344878,2015/16
BONAR BRIDGE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.12062812270214891,2015/16
BOWER PRIMARY SCHOOL,ELECTRICITY,KWH,80424.76195914274,2015/16
BOWER PRIMARY SCHOOL,ELECTRICITY,£,8457.650009441442,2015/16
BOWER PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.10516226350459185,2015/16
BRIDGEND PRIMARY SCHOOL,BIOMASS,KWH,90614.79999999999,2015/16
BRIDGEND PRIMARY SCHOOL,BIOMASS,£,6836.46,2015/16
BRIDGEND PRIMARY SCHOOL,BIOMASS,£/KWH,0.07544529149763615,2015/16
BRIDGEND PRIMARY SCHOOL,ELECTRICITY,KWH,108742.883590918,2015/16
BRIDGEND PRIMARY SCHOOL,ELECTRICITY,£,15518.677935156005,2015/16
BRIDGEND PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14270982544049526,2015/16
BRIDGEND PRIMARY SCHOOL,OIL,KWH,342325.92567518767,2015/16
BRIDGEND PRIMARY SCHOOL,OIL,£,12597.237519380615,2015/16
BRIDGEND PRIMARY SCHOOL,OIL,£/KWH,0.03679895846198155,2015/16
BROADFORD PRIMARY SCHOOL,BIOMASS,KWH,159125.45957446808,2015/16
BROADFORD PRIMARY SCHOOL,BIOMASS,£,11705.467234042551,2015/16
BROADFORD PRIMARY SCHOOL,BIOMASS,£/KWH,0.07356124698929517,2015/16
BROADFORD PRIMARY SCHOOL,ELECTRICITY,KWH,82943.84607038018,2015/16
BROADFORD PRIMARY SCHOOL,ELECTRICITY,£,11767.3953395699,2015/16
BROADFORD PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14187183133013792,2015/16
BRORA HERITAGE CENTRE,ELECTRICITY,KWH,15751.149171270716,2015/16
BRORA HERITAGE CENTRE,ELECTRICITY,£,2067.182014063285,2015/16
BRORA HERITAGE CENTRE,ELECTRICITY,£/KWH,0.13124007598339035,2015/16
BRORA PRIMARY SCHOOL,ELECTRICITY,KWH,423000.0000000001,2015/16
BRORA PRIMARY SCHOOL,ELECTRICITY,£,50630.45999999999,2015/16
BRORA PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.11969375886524818,2015/16
BUALNALUIB NURSERY SCHOOL,ELECTRICITY,KWH,11745.04189559535,2015/16
BUALNALUIB NURSERY SCHOOL,ELECTRICITY,£,1568.6495063343907,2015/16
BUALNALUIB NURSERY SCHOOL,ELECTRICITY,£/KWH,0.13355844281174245,2015/16
BUALNALUIB PRIMARY SCHOOL,ELECTRICITY,KWH,93924.4512274201,2015/16
BUALNALUIB PRIMARY SCHOOL,ELECTRICITY,£,11731.257510841986,2015/16
BUALNALUIB PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1249009960402855,2015/16
CAMERON YOUTH CENTRE/COMM' ED' OFFICE,ELECTRICITY,KWH,47419.00000000002,2015/16
CAMERON YOUTH CENTRE/COMM' ED' OFFICE,ELECTRICITY,£,6791.709999999997,2015/16
CAMERON YOUTH CENTRE/COMM' ED' OFFICE,ELECTRICITY,£/KWH,0.14322760918619107,2015/16
CANISBAY PRIMARY SCHOOL,ELECTRICITY,KWH,86554.51806198762,2015/16
CANISBAY PRIMARY SCHOOL,ELECTRICITY,£,10776.933372024583,2015/16
CANISBAY PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.12451035039333802,2015/16
CANNICH BRIDGE PRIMARY SCHOOL,ELECTRICITY,KWH,73403.46344086019,2015/16
CANNICH BRIDGE PRIMARY SCHOOL,ELECTRICITY,£,8570.631075268819,2015/16
CANNICH BRIDGE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.11676058149727524,2015/16
CAOL COMMUNITY CENTRE,ELECTRICITY,KWH,66679.16277915634,2015/16
CAOL COMMUNITY CENTRE,ELECTRICITY,£,9961.586828784122,2015/16
CAOL COMMUNITY CENTRE,ELECTRICITY,£/KWH,0.1493957994310342,2015/16
CAOL JOINT CAMPUS,BIOMASS,KWH,195114.20000000007,2015/16
CAOL JOINT CAMPUS,BIOMASS,£,15265.699999999997,2015/16
CAOL JOINT CAMPUS,BIOMASS,£/KWH,0.07823982057687237,2015/16
CAOL SPORTS PAVILION ALL WEATHER PITCH,ELECTRICITY,KWH,33734.21341187134,2015/16
CAOL SPORTS PAVILION ALL WEATHER PITCH,ELECTRICITY,£,4548.940611690078,2015/16
CAOL SPORTS PAVILION ALL WEATHER PITCH,ELECTRICITY,£/KWH,0.13484650008437044,2015/16
CARBOST PRIMARY SCHOOL,ELECTRICITY,KWH,59902.27301967838,2015/16
CARBOST PRIMARY SCHOOL,ELECTRICITY,£,6640.429270671879,2015/16
CARBOST PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.110854378906297,2015/16
CARRBRIDGE PRIMARY SCHOOL,BIOMASS,KWH,101194.269585773,2015/16
CARRBRIDGE PRIMARY SCHOOL,BIOMASS,£,8299.811724188092,2015/16
CARRBRIDGE PRIMARY SCHOOL,BIOMASS,£/KWH,0.08201859411765516,2015/16
CARRBRIDGE PRIMARY SCHOOL,ELECTRICITY,KWH,47156.68507946064,2015/16
CARRBRIDGE PRIMARY SCHOOL,ELECTRICITY,£,6266.02747343527,2015/16
CARRBRIDGE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.13287675889169895,2015/16
CASTLETOWN MORVEN YOUTH CLUB,ELECTRICITY,KWH,26105.31816317077,2015/16
CASTLETOWN MORVEN YOUTH CLUB,ELECTRICITY,£,3025.910073923981,2015/16
CASTLETOWN MORVEN YOUTH CLUB,ELECTRICITY,£/KWH,0.11591163359935285,2015/16
CASTLETOWN PRIMARY SCHOOL,BIOMASS,KWH,68203.69328774419,2015/16
CASTLETOWN PRIMARY SCHOOL,BIOMASS,£,4610.322386143887,2015/16
CASTLETOWN PRIMARY SCHOOL,BIOMASS,£/KWH,0.06759637438831097,2015/16
CASTLETOWN PRIMARY SCHOOL,ELECTRICITY,KWH,66275.23872663864,2015/16
CASTLETOWN PRIMARY SCHOOL,ELECTRICITY,£,8970.510044696794,2015/16
CASTLETOWN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.13535236110875284,2015/16
CASTLETOWN PRIMARY SCHOOL,OIL,KWH,551054.3457488131,2015/16
CASTLETOWN PRIMARY SCHOOL,OIL,£,19390.34859175213,2015/16
CASTLETOWN PRIMARY SCHOOL,OIL,£/KWH,0.03518772466153606,2015/16
CAULDEEN PRIMARY SCHOOL,ELECTRICITY,KWH,95409.63453211483,2015/16
CAULDEEN PRIMARY SCHOOL,ELECTRICITY,£,13423.788809098625,2015/16
CAULDEEN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14069636546590256,2015/16
CAULDEEN PRIMARY SCHOOL,GAS,KWH,462095.4200000001,2015/16
CAULDEEN PRIMARY SCHOOL,GAS,£,15756.779999999997,2015/16
CAULDEEN PRIMARY SCHOOL,GAS,£/KWH,0.03409854181199198,2015/16
CENTRAL PRIMARY SCHOOL,ELECTRICITY,KWH,92886.14170032067,2015/16
CENTRAL PRIMARY SCHOOL,ELECTRICITY,£,13125.796982415,2015/16
CENTRAL PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14131060610486834,2015/16
CENTRAL PRIMARY SCHOOL,GAS,KWH,602337.68,2015/16
CENTRAL PRIMARY SCHOOL,GAS,£,21715.199999999997,2015/16
CENTRAL PRIMARY SCHOOL,GAS,£/KWH,0.03605153839952366,2015/16
CHARLESTON ACADEMY,ELECTRICITY,KWH,473795.0200555811,2015/16
CHARLESTON ACADEMY,ELECTRICITY,£,69381.64621584066,2015/16
CHARLESTON ACADEMY,ELECTRICITY,£/KWH,0.14643810778699504,2015/16
CHARLESTON ACADEMY,GAS,KWH,2010686.2200000004,2015/16
CHARLESTON ACADEMY,GAS,£,65011.77999999999,2015/16
CHARLESTON ACADEMY,GAS,£/KWH,0.03233313052695014,2015/16
CLACHNAHARRY OFFICE,ELECTRICITY,KWH,57995.99999999998,2015/16
CLACHNAHARRY OFFICE,ELECTRICITY,£,6800.919999999998,2015/16
CLACHNAHARRY OFFICE,ELECTRICITY,£/KWH,0.11726532864335473,2015/16
COULHILL PRIMARY SCHOOL,ELECTRICITY,KWH,78186.16981220801,2015/16
COULHILL PRIMARY SCHOOL,ELECTRICITY,£,11220.611086776717,2015/16
COULHILL PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1435114562297529,2015/16
COULHILL PRIMARY SCHOOL,GAS,KWH,360706.67,2015/16
COULHILL PRIMARY SCHOOL,GAS,£,13805.649999999998,2015/16
COULHILL PRIMARY SCHOOL,GAS,£/KWH,0.03827389718077572,2015/16
CRADLEHALL PRIMARY SCHOOL,ELECTRICITY,KWH,87359.87413310041,2015/16
CRADLEHALL PRIMARY SCHOOL,ELECTRICITY,£,12335.59631855675,2015/16
CRADLEHALL PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14120437375816716,2015/16
CRADLEHALL PRIMARY SCHOOL,GAS,KWH,323957.49000000005,2015/16
CRADLEHALL PRIMARY SCHOOL,GAS,£,11245.550000000001,2015/16
CRADLEHALL PRIMARY SCHOOL,GAS,£/KWH,0.03471304213401579,2015/16
CRAIGHILL PRIMARY SCHOOL,ELECTRICITY,KWH,111363.01903275214,2015/16
CRAIGHILL PRIMARY SCHOOL,ELECTRICITY,£,15649.78331926461,2015/16
CRAIGHILL PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1405294455483644,2015/16
CRAIGHILL PRIMARY SCHOOL,OIL,KWH,340214.2370249227,2015/16
CRAIGHILL PRIMARY SCHOOL,OIL,£,12840.86459274831,2015/16
CRAIGHILL PRIMARY SCHOOL,OIL,£/KWH,0.037743466308282805,2015/16
CROMARTY PRIMARY SCHOOL,ELECTRICITY,KWH,177325.37746220798,2015/16
CROMARTY PRIMARY SCHOOL,ELECTRICITY,£,22869.636752175902,2015/16
CROMARTY PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.12896990312088824,2015/16
CROSSROADS PRIMARY SCHOOL,ELECTRICITY,KWH,109693.71501734454,2015/16
CROSSROADS PRIMARY SCHOOL,ELECTRICITY,£,12630.670615784966,2015/16
CROSSROADS PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.11514488878225913,2015/16
CROWN PRIMARY SCHOOL,ELECTRICITY,KWH,91320.07026401114,2015/16
CROWN PRIMARY SCHOOL,ELECTRICITY,£,12831.619249652618,2015/16
CROWN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14051258625355553,2015/16
CROWN PRIMARY SCHOOL,GAS,KWH,636952.4699999999,2015/16
CROWN PRIMARY SCHOOL,GAS,£,21402.799999999996,2015/16
CROWN PRIMARY SCHOOL,GAS,£/KWH,0.03360187927366072,2015/16
CROY PRIMARY SCHOOL,BIOMASS,KWH,160377.49265639164,2015/16
CROY PRIMARY SCHOOL,BIOMASS,£,11939.283762465999,2015/16
CROY PRIMARY SCHOOL,BIOMASS,£/KWH,0.07444488353515966,2015/16
CROY PRIMARY SCHOOL,ELECTRICITY,KWH,34090.8992564213,2015/16
CROY PRIMARY SCHOOL,ELECTRICITY,£,5021.162535478628,2015/16
CROY PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14728747686328197,2015/16
CULLODEN ACADEMY,BIOMASS,KWH,610346.9953859805,2015/16
CULLODEN ACADEMY,BIOMASS,£,50782.392236024854,2015/16
CULLODEN ACADEMY,BIOMASS,£/KWH,0.08320249402376483,2015/16
CULLODEN ACADEMY,ELECTRICITY,KWH,653667.0,2015/16
CULLODEN ACADEMY,ELECTRICITY,£,93960.98999999998,2015/16
CULLODEN ACADEMY,ELECTRICITY,£/KWH,0.14374442950309557,2015/16
CULLODEN ACADEMY,GAS,KWH,676.55,2015/16
CULLODEN ACADEMY,GAS,£,1669.0600000000006,2015/16
CULLODEN ACADEMY,GAS,£/KWH,2.467016480674009,2015/16
CULLODEN ACADEMY,OIL,KWH,763195.9766116448,2015/16
CULLODEN ACADEMY,OIL,£,26945.25133915261,2015/16
CULLODEN ACADEMY,OIL,£/KWH,0.03530580894671541,2015/16
DALMORE PAVILION,ELECTRICITY,KWH,18340.435168025986,2015/16
DALMORE PAVILION,ELECTRICITY,£,2606.5951017907687,2015/16
DALMORE PAVILION,ELECTRICITY,£/KWH,0.14212286011266553,2015/16
DALNEIGH PRIMARY SCHOOL,ELECTRICITY,KWH,7535.999999999999,2015/16
DALNEIGH PRIMARY SCHOOL,ELECTRICITY,£,1025.05,2015/16
DALNEIGH PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.13602043524416138,2015/16
DALNEIGH PRIMARY SCHOOL,GAS,KWH,502013.65000000014,2015/16
DALNEIGH PRIMARY SCHOOL,GAS,£,19029.18,2015/16
DALNEIGH PRIMARY SCHOOL,GAS,£/KWH,0.03790570236486596,2015/16
DAVIOT PRIMARY SCHOOL,ELECTRICITY,KWH,74783.36170090325,2015/16
DAVIOT PRIMARY SCHOOL,ELECTRICITY,£,8354.718989824085,2015/16
DAVIOT PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.11171895458830618,2015/16
DESHAR PRIMARY SCHOOL,ELECTRICITY,KWH,144038.8007410838,2015/16
DESHAR PRIMARY SCHOOL,ELECTRICITY,£,18389.651417322835,2015/16
DESHAR PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1276715115837368,2015/16
DINGWALL COMMUNITY CENTRE,ELECTRICITY,KWH,11166.136436787154,2015/16
DINGWALL COMMUNITY CENTRE,ELECTRICITY,£,1657.7533564267173,2015/16
DINGWALL COMMUNITY CENTRE,ELECTRICITY,£/KWH,0.148462573945022,2015/16
DINGWALL COMMUNITY CENTRE,GAS,KWH,90123.18,2015/16
DINGWALL COMMUNITY CENTRE,GAS,£,3281.8199999999997,2015/16
DINGWALL COMMUNITY CENTRE,GAS,£/KWH,0.03641482690690675,2015/16
DINGWALL PRIMARY SCHOOL,BIOMASS,KWH,246084.9787610619,2015/16
DINGWALL PRIMARY SCHOOL,BIOMASS,£,18025.066460176997,2015/16
DINGWALL PRIMARY SCHOOL,BIOMASS,£/KWH,0.07324732517574171,2015/16
DINGWALL PRIMARY SCHOOL,ELECTRICITY,KWH,242846.47362834707,2015/16
DINGWALL PRIMARY SCHOOL,ELECTRICITY,£,34000.24158649083,2015/16
DINGWALL PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14000714557842375,2015/16
DINGWALL PRIMARY SCHOOL,OIL,KWH,117990.00000000009,2015/16
DINGWALL PRIMARY SCHOOL,OIL,£,4871.940000000001,2015/16
DINGWALL PRIMARY SCHOOL,OIL,£/KWH,0.04129112636664122,2015/16
DOCHGARROCH PRIMARY SCHOOL,ELECTRICITY,KWH,40197.57169033439,2015/16
DOCHGARROCH PRIMARY SCHOOL,ELECTRICITY,£,5933.129999999999,2015/16
DOCHGARROCH PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.14759921434325435,2015/16
DRAKIES PRIMARY SCHOOL,ELECTRICITY,KWH,151339.39870340365,2015/16
DRAKIES PRIMARY SCHOOL,ELECTRICITY,£,18903.086274600602,2015/16
DRAKIES PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.12490525558150951,2015/16
DRAKIES PRIMARY SCHOOL,GAS,KWH,398998.91000000003,2015/16
DRAKIES PRIMARY SCHOOL,GAS,£,14002.690000000004,2015/16
DRAKIES PRIMARY SCHOOL,GAS,£/KWH,0.035094557025230975,2015/16
